state,city,RDPC
RN,São Bento do Trairí/RN,210.78
PE,São Bento do Una/PE,319.47
MA,São Bento/MA,210.47
PB,São Bento/PB,328.99
SC,São Bernardino/SC,465.1
SP,São Bernardo do Campo/SP,1212.65
MA,São Bernardo/MA,196.57
SC,São Bonifácio/SC,745.72
RS,São Borja/RS,705.72
PI,São Braz do Piauí/PI,220.96
MG,São Brás do Suaçuí/MG,532.9
AL,São Brás/AL,220.92
PA,São Caetano de Odivelas/PA,247.8
SP,São Caetano do Sul/SP,2043.74
PE,São Caitano/PE,300.16
PR,São Carlos do Ivaí/PR,635.85
SC,São Carlos/SC,924.02
SP,São Carlos/SP,1079.45
SC,São Cristóvão do Sul/SC,507.73
SE,São Cristóvão/SE,388.36
BA,São Desidério/BA,302.2
MG,São Domingos das Dores/MG,338.29
PA,São Domingos do Araguaia/PA,400.66
MA,São Domingos do Azeitão/MA,288.68
PA,São Domingos do Capim/PA,189.39
PB,São Domingos do Cariri/PB,341.56
MA,São Domingos do Maranhão/MA,243.74
ES,São Domingos do Norte/ES,547.57
MG,São Domingos do Prata/MG,531.92
RS,São Domingos do Sul/RS,1025.84
BA,São Domingos/BA,335.76
GO,São Domingos/GO,288.36
PB,São Domingos/PB,253.36
SC,São Domingos/SC,956.19
SE,São Domingos/SE,281.44
RO,São Felipe D'Oeste/RO,368.24
BA,São Felipe/BA,268.96
RN,São Fernando/RN,316.21
RJ,São Fidélis/RJ,567.23
PI,São Francisco de Assis do Piauí/PI,141.81
RS,São Francisco de Assis/RS,553.81
GO,São Francisco de Goiás/GO,479.13
RJ,São Francisco de Itabapoana/RJ,375.49
MG,São Francisco de Paula/MG,484.92
RS,São Francisco de Paula/RS,628.15
MG,São Francisco de Sales/MG,665.68
MA,São Francisco do Brejão/MA,253.78
BA,São Francisco do Conde/BA,433.23
MG,São Francisco do Glória/MG,449.2
RO,São Francisco do Guaporé/RO,477.9
MA,São Francisco do Maranhão/MA,182.63
RN,São Francisco do Oeste/RN,298.15
PA,São Francisco do Pará/PA,279.19
PI,São Francisco do Piauí/PI,256.79
SC,São Francisco do Sul/SC,801.49
MG,São Francisco/MG,325.23
PB,São Francisco/PB,261.15
SE,São Francisco/SE,267.3
SP,São Francisco/SP,643.37
MA,São Félix de Balsas/MA,199.47
MG,São Félix de Minas/MG,312.33
MT,São Félix do Araguaia/MT,461.47
BA,São Félix do Coribe/BA,335.9
PI,São Félix do Piauí/PI,309.48
TO,São Félix do Tocantins/TO,244.55
PA,São Félix do Xingu/PA,423.85
BA,São Félix/BA,299.65
AM,São Gabriel da Cachoeira/AM,355.51
ES,São Gabriel da Palha/ES,792.54
MS,São Gabriel do Oeste/MS,855.21
BA,São Gabriel/BA,245.38
RS,São Gabriel/RS,667.06
MG,São Geraldo da Piedade/MG,391.27
PA,São Geraldo do Araguaia/PA,322.95
MG,São Geraldo do Baixio/MG,404.81
MG,São Geraldo/MG,474.14
MG,São Gonçalo do Abaeté/MG,502.57
CE,São Gonçalo do Amarante/CE,309.14
RN,São Gonçalo do Amarante/RN,377.16
PI,São Gonçalo do Gurguéia/PI,281.43
MG,São Gonçalo do Pará/MG,558.07
PI,São Gonçalo do Piauí/PI,227.37
MG,São Gonçalo do Rio Abaixo/MG,479.04
MG,São Gonçalo do Rio Preto/MG,321.22
MG,São Gonçalo do Sapucaí/MG,648.31
BA,São Gonçalo dos Campos/BA,419.27
RJ,São Gonçalo/RJ,669.3
MG,São Gotardo/MG,795.14
PR,São Jerônimo da Serra/PR,393.81
RS,São Jerônimo/RS,768.93
SP,São Joaquim da Barra/SP,799.93
MG,São Joaquim de Bicas/MG,498.26
PE,São Joaquim do Monte/PE,244.22
SC,São Joaquim/SC,641.75
PR,São Jorge d'Oeste/PR,641.7
PR,São Jorge do Ivaí/PR,738.42
PR,São Jorge do Patrocínio/PR,630.8
RS,São Jorge/RS,853.6
MG,São José da Barra/MG,714.22
SP,São José da Bela Vista/SP,548.31
PR,São José da Boa Vista/PR,458.85
PE,São José da Coroa Grande/PE,304.5
PB,São José da Lagoa Tapada/PB,216.66
AL,São José da Laje/AL,284.02
MG,São José da Lapa/MG,540.26
MG,São José da Safira/MG,334.87
AL,São José da Tapera/AL,188.84
MG,São José da Varginha/MG,555.77
BA,São José da Vitória/BA,250.42
RS,São José das Missões/RS,462.15
PR,São José das Palmeiras/PR,570.26
PB,São José de Caiana/PB,238.28
PB,São José de Espinharas/PB,234.08
RN,São José de Mipibu/RN,331.85
PB,São José de Piranhas/PB,321.53
PB,São José de Princesa/PB,221.16
MA,São José de Ribamar/MA,435.4
RJ,São José de Ubá/RJ,410.44
MG,São José do Alegre/MG,537.13
SP,São José do Barreiro/SP,506.16
PE,São José do Belmonte/PE,275.14
PB,São José do Bonfim/PB,244.14
PB,São José do Brejo do Cruz/PB,223.11
ES,São José do Calçado/ES,514.57
RN,São José do Campestre/RN,267.55
SC,São José do Cedro/SC,866.73
SC,São José do Cerrito/SC,375.44
MG,São José do Divino/MG,396.81
PI,São José do Divino/PI,214.48
PE,São José do Egito/PE,338.9
MG,São José do Goiabal/MG,476.92
RS,São José do Herval/RS,626.93
RS,São José do Hortêncio/RS,693.46
RS,São José do Inhacorá/RS,720.69
MG,São José do Jacuri/MG,298.57
BA,São José do Jacuípe/BA,253.57
MG,São José do Mantimento/MG,359.93
RS,São José do Norte/RS,493.78
RS,São José do Ouro/RS,901.51
PI,São José do Peixe/PI,242.73
PI,São José do Piauí/PI,275.18
MT,São José do Povo/MT,402.85
MT,São José do Rio Claro/MT,580.99
SP,São José do Rio Pardo/SP,818.61
SP,São José do Rio Preto/SP,1169.16
PB,São José do Sabugi/PB,302.36
RN,São José do Seridó/RN,414.22
RS,São José do Sul/RS,989.48
RJ,São José do Vale do Rio Preto/RJ,517.99
MT,São José do Xingu/MT,635.63
RS,São José dos Ausentes/RS,529.71
MA,São José dos Basílios/MA,180.77
SP,São José dos Campos/SP,1190.96
PB,São José dos Cordeiros/PB,233.71
PR,São José dos Pinhais/PR,846.93
MT,São José dos Quatro Marcos/MT,653.02
PB,São José dos Ramos/PB,212.12
SC,São José/SC,1157.43
MG,São João Batista do Glória/MG,676.07
MA,São João Batista/MA,171.53
SC,São João Batista/SC,794.12
MG,São João Evangelista/MG,378.41
MG,São João Nepomuceno/MG,608.32
GO,São João d'Aliança/GO,457.89
RR,São João da Baliza/RR,365.67
RJ,São João da Barra/RJ,570.38
SP,São João da Boa Vista/SP,998.31
PI,São João da Canabrava/PI,229.34
PI,São João da Fronteira/PI,198.13
MG,São João da Lagoa/MG,286.35
MG,São João da Mata/MG,538.08
GO,São João da Paraúna/GO,619.67
PA,São João da Ponta/PA,206.18
MG,São João da Ponte/MG,258.77
PI,São João da Serra/PI,237.11
RS,São João da Urtiga/RS,632.23
PI,São João da Varjota/PI,224.99
SP,São João das Duas Pontes/SP,532.23
MG,São João das Missões/MG,181.77
SP,São João de Iracema/SP,559.18
RJ,São João de Meriti/RJ,597.57
PA,São João de Pirabas/PA,215.54
MG,São João del Rei/MG,764.74
PA,São João do Araguaia/PA,216.86
PI,São João do Arraial/PI,174.82
PR,São João do Caiuá/PR,545.41
PB,São João do Cariri/PB,373.55
MA,São João do Carú/MA,165.38
SC,São João do Itaperiú/SC,680.25
PR,São João do Ivaí/PR,540.31
CE,São João do Jaguaribe/CE,378.76
MG,São João do Manhuaçu/MG,484.15
MG,São João do Manteninha/MG,385.78
SC,São João do Oeste/SC,881.09
MG,São João do Oriente/MG,404.69
MG,São João do Pacuí/MG,346.53
MA,São João do Paraíso/MA,251.04
MG,São João do Paraíso/MG,300.81
SP,São João do Pau d'Alho/SP,680.13
PI,São João do Piauí/PI,368.36
RS,São João do Polêsine/RS,841.33
PB,São João do Rio do Peixe/PB,306.87
RN,São João do Sabugi/RN,379.2
MA,São João do Soter/MA,165.1
SC,São João do Sul/SC,558.4
PB,São João do Tigre/PB,207.42
PR,São João do Triunfo/PR,471.43
MA,São João dos Patos/MA,362.47
PE,São João/PE,269.44
PR,São João/PR,605.55
PI,São Julião/PI,321.2
RS,São Leopoldo/RS,939.93
PE,São Lourenço da Mata/PE,364.43
SP,São Lourenço da Serra/SP,640.64
SC,São Lourenço do Oeste/SC,841.27
PI,São Lourenço do Piauí/PI,261.24
RS,São Lourenço do Sul/RS,713.88
MG,São Lourenço/MG,831.32
SC,São Ludgero/SC,884.18
PI,São Luis do Piauí/PI,202.89
RS,São Luiz Gonzaga/RS,698.77
GO,São Luiz do Norte/GO,435.99
SP,São Luiz do Paraitinga/SP,590.68
RR,São Luiz/RR,344.73
MA,São Luís Gonzaga do Maranhão/MA,182.83
GO,São Luís de Montes Belos/GO,712.23
CE,São Luís do Curu/CE,257.9
AL,São Luís do Quitunde/AL,244.85
MA,São Luís/MA,805.36
PB,São Mamede/PB,371.01
PR,São Manoel do Paraná/PR,710.62
SP,São Manuel/SP,773.82
RS,São Marcos/RS,991.51
RS,São Martinho da Serra/RS,482.31
RS,São Martinho/RS,771.81
SC,São Martinho/SC,870.77
MA,São Mateus do Maranhão/MA,396.29
PR,São Mateus do Sul/PR,669.78
ES,São Mateus/ES,699.99
SP,São Miguel Arcanjo/SP,657.07
PI,São Miguel da Baixa Grande/PI,256.03
SC,São Miguel da Boa Vista/SC,767.85
BA,São Miguel das Matas/BA,274.08
RS,São Miguel das Missões/RS,531.71
PB,São Miguel de Taipu/PB,198.63
SE,São Miguel do Aleixo/SE,279.25
MG,São Miguel do Anta/MG,370.37
GO,São Miguel do Araguaia/GO,507.02
PI,São Miguel do Fidalgo/PI,185.84
RN,São Miguel do Gostoso/RN,257.1
PA,São Miguel do Guamá/PA,299.95
RO,São Miguel do Guaporé/RO,440.6
PR,São Miguel do Iguaçu/PR,734.88
SC,São Miguel do Oeste/SC,1072.6
GO,São Miguel do Passa Quatro/GO,553.79
PI,São Miguel do Tapuio/PI,189.01
TO,São Miguel do Tocantins/TO,298.31
AL,São Miguel dos Campos/AL,360.82
AL,São Miguel dos Milagres/AL,237.78
RN,São Miguel/RN,285.2
RS,São Nicolau/RS,479.55
GO,São Patrício/GO,509.66
RS,São Paulo das Missões/RS,577.86
AM,São Paulo de Olivença/AM,150.28
RN,São Paulo do Potengi/RN,303.74
SP,São Paulo/SP,1516.21
RJ,São Pedro da Aldeia/RJ,710.04
MT,São Pedro da Cipa/MT,469.27
RS,São Pedro da Serra/RS,842.22
MG,São Pedro da União/MG,549.49
MA,São Pedro da Água Branca/MA,289.7
RS,São Pedro das Missões/RS,441.36
SC,São Pedro de Alcântara/SC,887.7
RS,São Pedro do Butiá/RS,905.55
PR,São Pedro do Iguaçu/PR,573.84
PR,São Pedro do Ivaí/PR,632.22
PR,São Pedro do Paraná/PR,544.76
PI,São Pedro do Piauí/PI,249.23
MG,São Pedro do Suaçuí/MG,358.75
RS,São Pedro do Sul/RS,614.89
SP,São Pedro do Turvo/SP,488.08
MA,São Pedro dos Crentes/MA,257.76
MG,São Pedro dos Ferros/MG,406.87
RN,São Pedro/RN,285.21
SP,São Pedro/SP,803.02
RN,São Rafael/RN,309.77
PI,São Raimundo Nonato/PI,406.2
MA,São Raimundo das Mangabeiras/MA,301.25
MA,São Raimundo do Doca Bezerra/MA,156.4
MA,São Roberto/MA,153.65
MG,São Romão/MG,307.02
MG,São Roque de Minas/MG,621.11
ES,São Roque do Canaã/ES,572.42
SP,São Roque/SP,932.62
TO,São Salvador do Tocantins/TO,318.39
PR,São Sebastião da Amoreira/PR,582.81
MG,São Sebastião da Bela Vista/MG,573.43
PA,São Sebastião da Boa Vista/PA,202.85
SP,São Sebastião da Grama/SP,581.04
MG,São Sebastião da Vargem Alegre/MG,406.33
PB,São Sebastião de Lagoa de Roça/PB,262.87
RJ,São Sebastião do Alto/RJ,423.88
MG,São Sebastião do Anta/MG,327.54
RS,São Sebastião do Caí/RS,772.04
MG,São Sebastião do Maranhão/MG,267.28
MG,São Sebastião do Oeste/MG,545.07
MG,São Sebastião do Paraíso/MG,775.73
BA,São Sebastião do Passé/BA,411.75
MG,São Sebastião do Rio Preto/MG,493.59
MG,São Sebastião do Rio Verde/MG,442.98
TO,São Sebastião do Tocantins/TO,198.01
AM,São Sebastião do Uatumã/AM,262.79
PB,São Sebastião do Umbuzeiro/PB,263.04
AL,São Sebastião/AL,225.84
SP,São Sebastião/SP,837.48
RS,São Sepé/RS,656.77
GO,São Simão/GO,883.78
SP,São Simão/SP,761.14
MG,São Tiago/MG,486.69
MG,São Tomás de Aquino/MG,593.38
MG,São Tomé das Letras/MG,428.33
PR,São Tomé/PR,651.78
RN,São Tomé/RN,268.71
RS,São Valentim do Sul/RS,1000.93
RS,São Valentim/RS,826.2
RS,São Valério do Sul/RS,530.07
TO,São Valério/TO,344.49
RS,São Vendelino/RS,814.28
MA,São Vicente Ferrer/MA,184.71
PE,São Vicente Férrer/PE,257.47
MG,São Vicente de Minas/MG,527.55
PB,São Vicente do Seridó/PB,214.38
RS,São Vicente do Sul/RS,614.13
RN,São Vicente/RN,346.89
SP,São Vicente/SP,789.32
RS,Sério/RS,606.03
TO,Sítio Novo do Tocantins/TO,245.11
MA,Sítio Novo/MA,190.06
RN,Sítio Novo/RN,214.04
GO,Sítio d'Abadia/GO,314.05
BA,Sítio do Mato/BA,135.49
BA,Sítio do Quinto/BA,247.62
MT,Tabaporã/MT,546.51
SP,Tabapuã/SP,731.31
AM,Tabatinga/AM,338.4
SP,Tabatinga/SP,625.39
RS,Tabaí/RS,599.99
PE,Tabira/PE,278.14
BA,Tabocas do Brejo Velho/BA,216.5
TO,Tabocão/TO,370.0
RN,Taboleiro Grande/RN,277.54
SP,Taboão da Serra/SP,812.19
CE,Tabuleiro do Norte/CE,379.75
MG,Tabuleiro/MG,503.88
PE,Tacaimbó/PE,225.21
PE,Tacaratu/PE,205.06
SP,Taciba/SP,559.1
PB,Tacima/PB,195.07
MS,Tacuru/MS,367.68
TO,Taguatinga/TO,399.35
SP,Taguaí/SP,587.51
SP,Taiaçu/SP,626.12
PA,Tailândia/PA,300.85
MG,Taiobeiras/MG,426.91
TO,Taipas do Tocantins/TO,292.72
RN,Taipu/RN,235.78
SC,Taió/SC,848.34
SP,Taiúva/SP,761.47
TO,Talismã/TO,467.87
PE,Tamandaré/PE,301.15
PR,Tamarana/PR,398.24
SP,Tambaú/SP,747.11
PR,Tamboara/PR,546.32
PI,Tamboril do Piauí/PI,189.63
CE,Tamboril/CE,211.64
SP,Tanabi/SP,775.79
MT,Tangará da Serra/MT,846.59
RN,Tangará/RN,270.47
SC,Tangará/SC,840.87
RJ,Tanguá/RJ,440.84
BA,Tanhaçu/BA,268.62
BA,Tanque Novo/BA,301.39
AL,Tanque d'Arca/AL,217.85
PI,Tanque do Piauí/PI,250.37
BA,Tanquinho/BA,273.12
MG,Taparuba/MG,344.16
AM,Tapauá/AM,193.97
PR,Tapejara/PR,599.13
RS,Tapejara/RS,922.28
RS,Tapera/RS,812.48
BA,Taperoá/BA,270.97
PB,Taperoá/PB,267.88
RS,Tapes/RS,620.13
MG,Tapira/MG,902.0
PR,Tapira/PR,583.51
BA,Tapiramutá/BA,312.39
SP,Tapiratiba/SP,637.12
MG,Tapiraí/MG,517.65
SP,Tapiraí/SP,449.75
MT,Tapurah/MT,789.61
RS,Taquara/RS,871.42
GO,Taquaral de Goiás/GO,622.79
SP,Taquaral/SP,811.38
AL,Taquarana/AL,215.16
MG,Taquaraçu de Minas/MG,436.05
RS,Taquari/RS,786.91
PE,Taquaritinga do Norte/PE,419.74
SP,Taquaritinga/SP,739.25
SP,Taquarituba/SP,624.86
SP,Taquarivaí/SP,373.06
MS,Taquarussu/MS,478.38
RS,Taquaruçu do Sul/RS,954.19
SP,Tarabai/SP,505.51
AC,Tarauacá/AC,251.53
CE,Tarrafas/CE,214.72
AP,Tartarugalzinho/AP,250.2
MG,Tarumirim/MG,364.41
SP,Tarumã/SP,787.79
MA,Tasso Fragoso/MA,264.76
SP,Tatuí/SP,771.05
SP,Taubaté/SP,1011.95
CE,Tauá/CE,305.42
PB,Tavares/PB,260.75
RS,Tavares/RS,594.12
AM,Tefé/AM,421.41
PR,Teixeira Soares/PR,536.39
BA,Teixeira de Freitas/BA,560.73
PB,Teixeira/PB,271.44
MG,Teixeiras/MG,568.91
RO,Teixeirópolis/RO,464.45
SP,Tejupá/SP,510.13
CE,Tejuçuoca/CE,199.81
SE,Telha/SE,268.17
PR,Telêmaco Borba/PR,732.78
RN,Tenente Ananias/RN,276.94
RN,Tenente Laurentino Cruz/RN,259.72
RS,Tenente Portela/RS,659.27
PB,Tenório/PB,269.63
BA,Teodoro Sampaio/BA,272.86
SP,Teodoro Sampaio/SP,619.79
BA,Teofilândia/BA,278.91
BA,Teolândia/BA,231.92
AL,Teotônio Vilela/AL,244.39
MS,Terenos/MS,460.32
GO,Teresina de Goiás/GO,394.33
PI,Teresina/PI,757.57
RJ,Teresópolis/RJ,859.79
PE,Terezinha/PE,225.28
GO,Terezópolis de Goiás/GO,472.43
PA,Terra Alta/PA,252.51
PR,Terra Boa/PR,653.34
MT,Terra Nova do Norte/MT,594.53
BA,Terra Nova/BA,296.6
PE,Terra Nova/PE,237.89
PR,Terra Rica/PR,614.23
PR,Terra Roxa/PR,611.85
SP,Terra Roxa/SP,759.32
PA,Terra Santa/PA,338.44
RS,Terra de Areia/RS,620.36
MT,Tesouro/MT,415.93
RS,Teutônia/RS,854.63
MG,Teófilo Otoni/MG,615.34
RO,Theobroma/RO,382.6
CE,Tianguá/CE,398.29
PR,Tibagi/PR,543.05
RN,Tibau do Sul/RN,523.75
RN,Tibau/RN,396.51
SP,Tietê/SP,927.25
SC,Tigrinhos/SC,579.87
PR,Tijucas do Sul/PR,547.62
SC,Tijucas/SC,835.48
RN,Timbaúba dos Batistas/RN,365.42
PE,Timbaúba/PE,318.8
MA,Timbiras/MA,177.46
SP,Timburi/SP,580.24
SC,Timbé do Sul/SC,709.63
SC,Timbó Grande/SC,412.31
SC,Timbó/SC,1214.03
MA,Timon/MA,365.26
MG,Timóteo/MG,786.68
RS,Tio Hugo/RS,660.04
RS,Tiradentes do Sul/RS,644.85
MG,Tiradentes/MG,802.39
MG,Tiros/MG,634.3
SE,Tobias Barreto/SE,353.87
MG,Tocantins/MG,557.55
TO,Tocantinópolis/TO,414.08
TO,Tocantínia/TO,277.25
MG,Tocos do Moji/MG,489.05
MG,Toledo/MG,486.02
PR,Toledo/PR,876.72
SE,Tomar do Geru/SE,203.09
PR,Tomazina/PR,489.45
MG,Tombos/MG,621.05
PA,Tomé-Açu/PA,326.18
AM,Tonantins/AM,189.15
PE,Toritama/PE,470.44
MT,Torixoréu/MT,564.83
RS,Toropi/RS,551.5
SP,Torre de Pedra/SP,548.39
RS,Torres/RS,853.62
SP,Torrinha/SP,770.15
RN,Touros/RN,264.4
SP,Trabiju/SP,505.36
PA,Tracuateua/PA,195.97
PE,Tracunhaém/PE,272.81
AL,Traipu/AL,178.79
CE,Trairi/CE,205.89
PA,Trairão/PA,322.61
RJ,Trajano de Moraes/RJ,510.96
RS,Tramandaí/RS,737.84
RS,Travesseiro/RS,777.34
BA,Tremedal/BA,237.3
SP,Tremembé/SP,959.88
SC,Treviso/SC,784.39
SC,Treze Tílias/SC,1471.95
SC,Treze de Maio/SC,746.89
RS,Trindade do Sul/RS,532.27
GO,Trindade/GO,558.61
PE,Trindade/PE,338.39
RN,Triunfo Potiguar/RN,294.09
PB,Triunfo/PB,292.24
PE,Triunfo/PE,389.44
RS,Triunfo/RS,695.08
MA,Trizidela do Vale/MA,269.74
GO,Trombas/GO,398.01
SC,Trombudo Central/SC,905.3
RS,Três Arroios/RS,1518.78
PR,Três Barras do Paraná/PR,562.22
SC,Três Barras/SC,539.69
RS,Três Cachoeiras/RS,713.83
MG,Três Corações/MG,749.86
RS,Três Coroas/RS,799.41
RS,Três Forquilhas/RS,489.32
SP,Três Fronteiras/SP,663.71
MS,Três Lagoas/MS,863.66
MG,Três Marias/MG,645.33
RS,Três Palmeiras/RS,835.88
RS,Três Passos/RS,823.33
MG,Três Pontas/MG,682.15
GO,Três Ranchos/GO,723.26
RJ,Três Rios/RJ,726.83
RS,Três de Maio/RS,881.15
SC,Tubarão/SC,1077.62
BA,Tucano/BA,325.7
PA,Tucumã/PA,517.86
RS,Tucunduva/RS,839.53
PA,Tucuruí/PA,534.02
MA,Tufilândia/MA,181.75
SP,Tuiuti/SP,630.49
MG,Tumiritinga/MG,366.89
PR,Tunas do Paraná/PR,431.27
RS,Tunas/RS,482.5
PR,Tuneiras do Oeste/PR,493.46
MA,Tuntum/MA,221.27
SC,Tunápolis/SC,742.67
MG,Tupaciguara/MG,665.76
PE,Tupanatinga/PE,172.52
RS,Tupanci do Sul/RS,577.85
RS,Tupanciretã/RS,708.79
RS,Tupandi/RS,808.39
RS,Tuparendi/RS,768.25
PE,Tuparetama/PE,360.29
SP,Tupi Paulista/SP,914.36
TO,Tupirama/TO,401.76
TO,Tupiratins/TO,337.79
SP,Tupã/SP,926.96
PR,Tupãssi/PR,711.31
MA,Turiaçu/MA,171.5
MA,Turilândia/MA,174.09
SP,Turiúba/SP,676.92
MG,Turmalina/MG,446.26
SP,Turmalina/SP,725.06
CE,Tururu/CE,188.84
RS,Turuçu/RS,566.71
GO,Turvelândia/GO,519.75
PR,Turvo/PR,512.21
SC,Turvo/SC,810.85
MG,Turvolândia/MG,649.97
GO,Turvânia/GO,545.83
MA,Tutóia/MA,235.35
AM,Uarini/AM,223.11
BA,Uauá/BA,251.46
BA,Ubaitaba/BA,349.68
CE,Ubajara/CE,325.13
MG,Ubaporanga/MG,342.3
SP,Ubarana/SP,522.27
SP,Ubatuba/SP,803.5
BA,Ubatã/BA,306.52
MG,Ubaí/MG,247.91
BA,Ubaíra/BA,296.48
MG,Uberaba/MG,978.01
MG,Uberlândia/MG,1001.45
SP,Ubirajara/SP,580.57
PR,Ubiratã/PR,648.36
RS,Ubiretama/RS,590.64
MG,Ubá/MG,739.56
SP,Uchoa/SP,655.13
BA,Uibaí/BA,286.67
RR,Uiramutã/RR,123.16
GO,Uirapuru/GO,409.38
PB,Uiraúna/PB,361.37
PA,Ulianópolis/PA,558.72
CE,Umari/CE,223.62
RN,Umarizal/RN,313.6
SE,Umbaúba/SE,272.53
BA,Umburanas/BA,148.15
MG,Umburatiba/MG,332.13
PB,Umbuzeiro/PB,237.25
CE,Umirim/CE,195.42
PR,Umuarama/PR,880.6
BA,Una/BA,303.78
MG,Unaí/MG,720.51
PR,Uniflor/PR,586.3
RS,Unistalda/RS,392.38
SP,União Paulista/SP,610.77
RS,União da Serra/RS,1068.08
PR,União da Vitória/PR,674.29
MG,União de Minas/MG,562.84
SC,União do Oeste/SC,634.81
MT,União do Sul/MT,501.56
AL,União dos Palmares/AL,313.92
PI,União/PI,232.7
RN,Upanema/RN,233.97
BA,Urandi/BA,325.07
PR,Uraí/PR,617.75
MA,Urbano Santos/MA,186.07
SP,Uru/SP,544.1
MG,Uruana de Minas/MG,360.58
GO,Uruana/GO,500.27
PA,Uruará/PA,353.67
GO,Uruaçu/GO,797.52
SC,Urubici/SC,713.25
CE,Uruburetama/CE,267.47
AM,Urucará/AM,246.99
MG,Urucuia/MG,259.38
AM,Urucurituba/AM,227.55
MG,Urucânia/MG,397.46
RS,Uruguaiana/RS,714.26
CE,Uruoca/CE,182.85
SC,Urupema/SC,508.79
RO,Urupá/RO,380.5
SP,Urupês/SP,805.66
SC,Urussanga/SC,883.42
GO,Urutaí/GO,624.55
BA,Uruçuca/BA,349.43
PI,Uruçuí/PI,364.39
SP,Urânia/SP,739.08
BA,Utinga/BA,327.96
RS,Vacaria/RS,797.86
RS,Vale Real/RS,795.41
RS,Vale Verde/RS,503.24
MT,Vale de São Domingos/MT,479.66
RO,Vale do Anari/RO,394.02
RO,Vale do Paraíso/RO,432.03
RS,Vale do Sol/RS,553.23
BA,Valente/BA,385.3
SP,Valentim Gentil/SP,654.97
PI,Valença do Piauí/PI,380.19
BA,Valença/BA,376.23
RJ,Valença/RJ,675.62
SP,Valinhos/SP,1570.91
GO,Valparaíso de Goiás/GO,764.73
SP,Valparaíso/SP,701.02
RS,Vanini/RS,780.56
MG,Vargem Alegre/MG,407.13
ES,Vargem Alta/ES,480.01
MG,Vargem Bonita/MG,508.67
SC,Vargem Bonita/SC,642.6
SP,Vargem Grande Paulista/SP,876.61
MG,Vargem Grande do Rio Pardo/MG,265.02
SP,Vargem Grande do Sul/SP,711.6
MA,Vargem Grande/MA,165.37
SC,Vargem/SC,419.74
SP,Vargem/SP,587.59
SC,Vargeão/SC,655.53
MG,Varginha/MG,904.57
CE,Varjota/CE,286.41
MG,Varjão de Minas/MG,528.14
GO,Varjão/GO,614.8
RJ,Varre-Sai/RJ,418.62
BA,Varzedo/BA,297.56
MG,Varzelândia/MG,238.92
RJ,Vassouras/RJ,701.06
MG,Vazante/MG,650.88
ES,Venda Nova do Imigrante/ES,754.66
RN,Venha-Ver/RN,180.53
PR,Ventania/PR,411.92
PE,Venturosa/PE,276.94
RS,Venâncio Aires/RS,779.48
PR,Vera Cruz do Oeste/PR,632.91
BA,Vera Cruz/BA,408.64
RN,Vera Cruz/RN,258.12
RS,Vera Cruz/RS,790.95
SP,Vera Cruz/SP,713.66
PI,Vera Mendes/PI,173.56
MT,Vera/MT,494.23
RS,Veranópolis/RS,1141.67
PE,Verdejante/PE,260.66
MG,Verdelândia/MG,233.27
BA,Vereda/BA,274.76
MG,Veredinha/MG,293.08
MG,Vermelho Novo/MG,355.42
PE,Vertente do Lério/PE,219.88
PE,Vertentes/PE,337.92
PR,Verê/PR,661.18
MG,Veríssimo/MG,560.98
RS,Vespasiano Corrêa/RS,895.32
MG,Vespasiano/MG,539.05
RS,Viadutos/RS,683.03
RS,Viamão/RS,707.05
ES,Viana/ES,523.61
MA,Viana/MA,272.76
GO,Vianópolis/GO,664.33
RS,Vicente Dutra/RS,475.13
MS,Vicentina/MS,583.56
GO,Vicentinópolis/GO,651.07
RS,Victor Graeff/RS,989.66
PE,Vicência/PE,246.44
SC,Vidal Ramos/SC,744.1
SC,Videira/SC,978.07
MG,Vieiras/MG,386.39
PB,Vieirópolis/PB,226.49
PA,Vigia/PA,323.12
MT,Vila Bela da Santíssima Trindade/MT,439.15
GO,Vila Boa/GO,376.72
RN,Vila Flor/RN,262.96
RS,Vila Flores/RS,728.71
RS,Vila Lângaro/RS,902.87
RS,Vila Maria/RS,1101.27
PI,Vila Nova do Piauí/PI,259.38
RS,Vila Nova do Sul/RS,442.26
MA,Vila Nova dos Martírios/MA,252.89
ES,Vila Pavão/ES,449.3
GO,Vila Propício/GO,401.84
MT,Vila Rica/MT,658.27
ES,Vila Valério/ES,569.82
ES,Vila Velha/ES,1211.79
RO,Vilhena/RO,768.98
SP,Vinhedo/SP,1493.32
SP,Viradouro/SP,692.01
MG,Virgem da Lapa/MG,305.36
MG,Virginópolis/MG,423.01
MG,Virgolândia/MG,339.03
MG,Virgínia/MG,415.41
PR,Virmond/PR,655.2
MG,Visconde do Rio Branco/MG,658.96
PA,Viseu/PA,160.09
SP,Vista Alegre do Alto/SP,732.14
RS,Vista Alegre do Prata/RS,1231.8
RS,Vista Alegre/RS,905.87
RS,Vista Gaúcha/RS,990.13
PB,Vista Serrana/PB,251.49
SC,Vitor Meireles/SC,599.02
MA,Vitorino Freire/MA,265.69
PR,Vitorino/PR,742.97
SP,Vitória Brasil/SP,572.68
BA,Vitória da Conquista/BA,555.66
RS,Vitória das Missões/RS,482.44
PE,Vitória de Santo Antão/PE,401.16
AP,Vitória do Jari/AP,309.39
MA,Vitória do Mearim/MA,230.76
PA,Vitória do Xingu/PA,323.18
ES,Vitória/ES,1866.58
CE,Viçosa do Ceará/CE,204.23
